Property, Value
5.238675e-03, 4.036885e-01, 1.629644e-01
5.251837e-03, 4.030258e-01, 1.624298e-01
5.265000e-03, 4.022846e-01, 1.618329e-01
5.278162e-03, 4.016672e-01, 1.613366e-01
5.291325e-03, 4.008219e-01, 1.606582e-01
5.304487e-03, 4.001268e-01, 1.601014e-01
5.317650e-03, 4.059785e-01, 1.648185e-01
5.330812e-03, 4.053143e-01, 1.642797e-01
5.343975e-03, 4.047027e-01, 1.637843e-01
5.357137e-03, 4.040677e-01, 1.632707e-01
5.370300e-03, 4.034561e-01, 1.627769e-01
5.383462e-03, 4.028267e-01, 1.622694e-01
5.396625e-03, 4.021810e-01, 1.617495e-01
5.409787e-03, 4.038421e-01, 1.630885e-01
5.422950e-03, 4.030418e-01, 1.624427e-01
5.436112e-03, 4.023479e-01, 1.618838e-01
5.449275e-03, 4.016775e-01, 1.613448e-01
5.462437e-03, 4.008471e-01, 1.606784e-01
5.475600e-03, 4.001916e-01, 1.601533e-01
5.488762e-03, 3.995128e-01, 1.596105e-01
5.501925e-03, 3.988869e-01, 1.591107e-01
5.515087e-03, 3.983227e-01, 1.586609e-01
5.528250e-03, 3.976985e-01, 1.581641e-01
5.541412e-03, 3.971123e-01, 1.576982e-01
5.554575e-03, 3.964933e-01, 1.572069e-01
5.567737e-03, 3.963986e-01, 1.571318e-01
5.580900e-03, 3.957305e-01, 1.566027e-01
5.594062e-03, 3.951998e-01, 1.561829e-01
5.607225e-03, 3.945837e-01, 1.556963e-01
5.620387e-03, 3.938862e-01, 1.551463e-01
5.633550e-03, 3.925903e-01, 1.541271e-01
5.646712e-03, 3.917490e-01, 1.534672e-01
5.659875e-03, 3.910573e-01, 1.529258e-01
5.673037e-03, 3.904531e-01, 1.524536e-01
5.686200e-03, 3.895899e-01, 1.517803e-01
5.699362e-03, 3.889548e-01, 1.512858e-01
5.712525e-03, 3.881840e-01, 1.506868e-01
5.725687e-03, 3.876015e-01, 1.502350e-01
5.738850e-03, 3.875005e-01, 1.501566e-01
5.752012e-03, 3.868384e-01, 1.496439e-01
5.765175e-03, 3.862514e-01, 1.491901e-01
5.778337e-03, 3.850380e-01, 1.482543e-01
5.791500e-03, 3.849836e-01, 1.482124e-01
5.804662e-03, 3.837681e-01, 1.472780e-01
5.817825e-03, 3.832346e-01, 1.468687e-01
5.830987e-03, 3.825788e-01, 1.463665e-01
5.844150e-03, 3.819651e-01, 1.458973e-01
5.857312e-03, 3.813170e-01, 1.454026e-01
5.870475e-03, 3.805288e-01, 1.448021e-01
5.883637e-03, 3.800106e-01, 1.444080e-01
5.896800e-03, 3.793241e-01, 1.438868e-01
5.909962e-03, 3.787160e-01, 1.434258e-01
5.923125e-03, 3.780386e-01, 1.429132e-01
5.936287e-03, 3.774626e-01, 1.424780e-01
5.949450e-03, 3.768812e-01, 1.420394e-01
5.962612e-03, 3.763686e-01, 1.416533e-01
5.975775e-03, 3.757928e-01, 1.412202e-01
5.988937e-03, 3.748364e-01, 1.405023e-01
6.002100e-03, 3.742832e-01, 1.400879e-01
6.015262e-03, 3.736905e-01, 1.396446e-01
6.028425e-03, 3.731296e-01, 1.392257e-01
6.041587e-03, 3.727226e-01, 1.389221e-01
6.054750e-03, 3.721132e-01, 1.384682e-01
6.067912e-03, 3.715996e-01, 1.380863e-01
6.081075e-03, 3.710807e-01, 1.377009e-01
6.094237e-03, 3.705185e-01, 1.372840e-01
6.107400e-03, 3.699737e-01, 1.368806e-01
6.120562e-03, 3.693247e-01, 1.364007e-01
6.133725e-03, 3.687850e-01, 1.360023e-01
6.146887e-03, 3.682521e-01, 1.356096e-01
6.160050e-03, 3.677907e-01, 1.352700e-01
6.173212e-03, 3.672072e-01, 1.348411e-01
6.186375e-03, 3.667839e-01, 1.345304e-01
6.199537e-03, 3.662234e-01, 1.341196e-01
6.212700e-03, 3.657445e-01, 1.337690e-01
6.225862e-03, 3.653610e-01, 1.334887e-01
6.239025e-03, 3.648219e-01, 1.330950e-01
6.252187e-03, 3.644280e-01, 1.328077e-01
6.265350e-03, 3.636927e-01, 1.322724e-01
6.278512e-03, 3.631458e-01, 1.318748e-01
6.291675e-03, 3.627052e-01, 1.315551e-01
6.304837e-03, 3.621970e-01, 1.311867e-01
6.318000e-03, 3.619131e-01, 1.309811e-01
6.331162e-03, 3.614424e-01, 1.306406e-01
6.344325e-03, 3.610769e-01, 1.303766e-01
6.357487e-03, 3.608075e-01, 1.301821e-01
6.370650e-03, 3.604167e-01, 1.299002e-01
6.383812e-03, 3.601011e-01, 1.296728e-01
6.396975e-03, 3.521450e-01, 1.240061e-01
6.410137e-03, 3.593976e-01, 1.291666e-01
6.423300e-03, 3.590924e-01, 1.289474e-01
6.436462e-03, 3.588039e-01, 1.287402e-01
6.449625e-03, 3.583810e-01, 1.284369e-01
6.462787e-03, 3.581069e-01, 1.282405e-01
6.475950e-03, 3.578678e-01, 1.280694e-01
6.489112e-03, 3.574839e-01, 1.277947e-01
6.502275e-03, 3.571727e-01, 1.275724e-01
6.515437e-03, 3.568255e-01, 1.273244e-01
6.528600e-03, 3.564311e-01, 1.270431e-01
6.541762e-03, 3.560350e-01, 1.267609e-01
6.554925e-03, 3.556115e-01, 1.264596e-01
6.568087e-03, 3.552790e-01, 1.262232e-01
6.581250e-03, 3.549786e-01, 1.260098e-01
6.594412e-03, 3.546610e-01, 1.257845e-01
6.607575e-03, 3.538778e-01, 1.252295e-01
6.620737e-03, 3.536883e-01, 1.250954e-01
6.633900e-03, 3.532754e-01, 1.248035e-01
6.647062e-03, 3.529605e-01, 1.245811e-01
6.660225e-03, 3.526718e-01, 1.243774e-01
6.673387e-03, 3.524317e-01, 1.242081e-01
6.686550e-03, 3.520721e-01, 1.239547e-01
6.699712e-03, 3.517598e-01, 1.237349e-01
6.712875e-03, 3.514761e-01, 1.235354e-01
6.726037e-03, 3.513114e-01, 1.234197e-01
6.739200e-03, 3.534999e-01, 1.249621e-01
6.752362e-03, 3.531933e-01, 1.247455e-01
6.765525e-03, 3.529821e-01, 1.245963e-01
6.778687e-03, 3.527206e-01, 1.244118e-01
6.791850e-03, 3.526818e-01, 1.243845e-01
6.805012e-03, 3.523480e-01, 1.241491e-01
6.818175e-03, 3.520681e-01, 1.239519e-01
6.831337e-03, 3.516170e-01, 1.236345e-01
6.844500e-03, 3.511136e-01, 1.232808e-01
6.857662e-03, 3.507489e-01, 1.230248e-01
6.870825e-03, 3.504612e-01, 1.228231e-01
6.883987e-03, 3.502472e-01, 1.226731e-01
6.897150e-03, 3.499454e-01, 1.224618e-01
6.910312e-03, 3.496190e-01, 1.222335e-01
6.923475e-03, 3.493206e-01, 1.220249e-01
6.936637e-03, 3.463441e-01, 1.199542e-01
6.949800e-03, 3.459656e-01, 1.196922e-01
6.962962e-03, 3.456443e-01, 1.194700e-01
6.976125e-03, 3.451294e-01, 1.191143e-01
6.989287e-03, 3.447223e-01, 1.188335e-01
7.002450e-03, 3.444049e-01, 1.186147e-01
7.015612e-03, 3.440535e-01, 1.183728e-01
7.028775e-03, 3.409065e-01, 1.162172e-01
7.041937e-03, 3.405653e-01, 1.159847e-01
7.055100e-03, 3.401126e-01, 1.156766e-01
7.068262e-03, 3.397230e-01, 1.154117e-01
7.081425e-03, 3.392687e-01, 1.151033e-01
7.094587e-03, 3.418198e-01, 1.168408e-01
7.107750e-03, 3.416481e-01, 1.167234e-01
7.120912e-03, 3.412317e-01, 1.164391e-01
7.134075e-03, 3.408369e-01, 1.161698e-01
7.147237e-03, 3.404664e-01, 1.159173e-01
7.160400e-03, 3.398556e-01, 1.155018e-01
7.173562e-03, 3.394564e-01, 1.152306e-01
7.186725e-03, 3.390665e-01, 1.149661e-01
7.199887e-03, 3.385846e-01, 1.146396e-01
7.213050e-03, 3.382673e-01, 1.144248e-01
7.226212e-03, 3.378208e-01, 1.141229e-01
7.239375e-03, 3.373808e-01, 1.138258e-01
7.252537e-03, 3.370446e-01, 1.135990e-01
7.265700e-03, 3.366694e-01, 1.133463e-01
7.278862e-03, 3.362666e-01, 1.130752e-01
7.292025e-03, 3.357922e-01, 1.127564e-01
7.305187e-03, 3.352869e-01, 1.124173e-01
7.318350e-03, 3.364168e-01, 1.131762e-01
7.331512e-03, 3.346635e-01, 1.119997e-01
7.344675e-03, 3.342115e-01, 1.116973e-01
7.357837e-03, 3.338640e-01, 1.114652e-01
7.371000e-03, 3.336072e-01, 1.112938e-01
7.384162e-03, 3.331419e-01, 1.109835e-01
7.397325e-03, 3.329071e-01, 1.108271e-01
7.410487e-03, 3.326533e-01, 1.106582e-01
7.423650e-03, 3.324067e-01, 1.104942e-01
7.436812e-03, 3.319866e-01, 1.102151e-01
7.449975e-03, 3.337478e-01, 1.113876e-01
7.463137e-03, 3.334052e-01, 1.111590e-01
7.476300e-03, 3.329693e-01, 1.108685e-01
7.489462e-03, 3.326815e-01, 1.106770e-01
7.502625e-03, 3.323239e-01, 1.104392e-01
7.515787e-03, 3.319889e-01, 1.102166e-01
7.528950e-03, 3.331674e-01, 1.110005e-01
7.542112e-03, 3.328809e-01, 1.108097e-01
7.555275e-03, 3.327222e-01, 1.107041e-01
7.568437e-03, 3.325652e-01, 1.105996e-01
7.581600e-03, 3.305445e-01, 1.092596e-01
7.594762e-03, 3.303693e-01, 1.091439e-01
7.607925e-03, 3.299963e-01, 1.088976e-01
7.621087e-03, 3.296346e-01, 1.086590e-01
7.634250e-03, 3.289925e-01, 1.082361e-01
7.647412e-03, 3.286547e-01, 1.080139e-01
7.660575e-03, 3.282238e-01, 1.077309e-01
7.673737e-03, 3.277588e-01, 1.074258e-01
7.686900e-03, 3.271918e-01, 1.070545e-01
7.700062e-03, 3.267870e-01, 1.067897e-01
7.713225e-03, 3.263524e-01, 1.065059e-01
7.726387e-03, 3.259529e-01, 1.062453e-01
7.739550e-03, 3.254641e-01, 1.059269e-01
7.752712e-03, 3.237493e-01, 1.048136e-01
7.765875e-03, 3.235366e-01, 1.046760e-01
7.779037e-03, 3.230111e-01, 1.043362e-01
7.792200e-03, 3.226521e-01, 1.041044e-01
7.805362e-03, 3.222429e-01, 1.038405e-01
7.818525e-03, 3.218554e-01, 1.035909e-01
7.831687e-03, 3.198233e-01, 1.022869e-01
7.844850e-03, 3.210855e-01, 1.030959e-01
7.858012e-03, 3.206458e-01, 1.028137e-01
7.871175e-03, 3.203754e-01, 1.026404e-01
7.884337e-03, 3.200877e-01, 1.024562e-01
7.897500e-03, 3.197813e-01, 1.022601e-01
7.910662e-03, 3.194267e-01, 1.020334e-01
7.923825e-03, 3.189077e-01, 1.017021e-01
7.936987e-03, 3.184418e-01, 1.014052e-01
7.950150e-03, 3.180938e-01, 1.011837e-01
7.963312e-03, 3.176440e-01, 1.008977e-01
7.976475e-03, 3.171391e-01, 1.005772e-01
7.989637e-03, 3.165798e-01, 1.002227e-01
8.002800e-03, 3.160262e-01, 9.987257e-02
8.015962e-03, 3.154439e-01, 9.950483e-02
8.029125e-03, 3.149468e-01, 9.919146e-02
8.042287e-03, 3.145003e-01, 9.891044e-02
8.055450e-03, 3.141531e-01, 9.869216e-02
8.068612e-03, 3.136508e-01, 9.837680e-02
8.081775e-03, 3.131510e-01, 9.806353e-02
8.094937e-03, 3.127817e-01, 9.783240e-02
8.108100e-03, 3.122871e-01, 9.752326e-02
8.121262e-03, 3.118284e-01, 9.723694e-02
8.134425e-03, 3.113892e-01, 9.696324e-02
8.147587e-03, 3.187737e-01, 1.016167e-01
8.160750e-03, 3.183417e-01, 1.013414e-01
8.173912e-03, 3.178065e-01, 1.010009e-01
8.187075e-03, 3.171939e-01, 1.006120e-01
8.200237e-03, 3.166368e-01, 1.002588e-01
8.213400e-03, 3.161528e-01, 9.995257e-02
8.226562e-03, 3.157627e-01, 9.970610e-02
8.239725e-03, 3.153774e-01, 9.946287e-02
8.252887e-03, 3.150151e-01, 9.923452e-02
8.266050e-03, 3.143325e-01, 9.880494e-02
8.279212e-03, 3.138536e-01, 9.850406e-02
8.292375e-03, 3.133335e-01, 9.817791e-02
8.305537e-03, 3.128314e-01, 9.786350e-02
8.318700e-03, 3.123695e-01, 9.757473e-02
8.331862e-03, 3.119758e-01, 9.732892e-02
8.345025e-03, 3.115125e-01, 9.704005e-02
8.358187e-03, 3.110182e-01, 9.673234e-02
8.371350e-03, 3.104289e-01, 9.636612e-02
8.384512e-03, 3.098248e-01, 9.599140e-02
8.397675e-03, 3.093616e-01, 9.570458e-02
8.410837e-03, 3.089352e-01, 9.544093e-02
8.424000e-03, 3.084601e-01, 9.514764e-02
8.437162e-03, 3.079940e-01, 9.486028e-02
8.450325e-03, 3.073747e-01, 9.447918e-02
8.463487e-03, 3.070586e-01, 9.428497e-02
8.476650e-03, 3.064551e-01, 9.391473e-02
8.489812e-03, 3.061446e-01, 9.372453e-02
8.502975e-03, 3.056779e-01, 9.343901e-02
8.516137e-03, 3.053543e-01, 9.324124e-02
8.529300e-03, 3.051423e-01, 9.311184e-02
8.542462e-03, 3.047894e-01, 9.289659e-02
8.555625e-03, 3.044935e-01, 9.271631e-02
8.568787e-03, 3.041140e-01, 9.248531e-02
8.581950e-03, 3.039994e-01, 9.241561e-02
8.595112e-03, 3.035892e-01, 9.216640e-02
8.608275e-03, 3.033682e-01, 9.203229e-02
8.621437e-03, 3.029723e-01, 9.179223e-02
8.634600e-03, 3.025921e-01, 9.156200e-02
8.647762e-03, 3.023977e-01, 9.144434e-02
8.660925e-03, 3.019101e-01, 9.114969e-02
8.674087e-03, 3.015112e-01, 9.090900e-02
8.687250e-03, 3.012766e-01, 9.076760e-02
8.700412e-03, 3.009012e-01, 9.054153e-02
8.713575e-03, 3.004659e-01, 9.027977e-02
8.726737e-03, 3.001464e-01, 9.008785e-02
8.739900e-03, 2.998207e-01, 8.989245e-02
8.753062e-03, 2.995948e-01, 8.975702e-02
8.766225e-03, 2.930377e-01, 8.587109e-02
8.779387e-03, 2.927347e-01, 8.569363e-02
8.792550e-03, 2.925281e-01, 8.557272e-02
8.805712e-03, 2.921747e-01, 8.536606e-02
8.818875e-03, 2.922911e-01, 8.543406e-02
8.832037e-03, 2.920250e-01, 8.527858e-02
8.845200e-03, 2.917489e-01, 8.511739e-02
8.858362e-03, 2.917041e-01, 8.509130e-02
8.871525e-03, 2.912268e-01, 8.481307e-02
8.884687e-03, 2.973844e-01, 8.843745e-02
8.897850e-03, 2.970948e-01, 8.826530e-02
8.911012e-03, 2.967364e-01, 8.805249e-02
8.924175e-03, 2.964793e-01, 8.789998e-02
8.937337e-03, 2.960804e-01, 8.766359e-02
8.950500e-03, 2.956081e-01, 8.738414e-02
8.963662e-03, 2.892716e-01, 8.367806e-02
8.976825e-03, 2.888473e-01, 8.343278e-02
8.989987e-03, 2.885521e-01, 8.326233e-02
9.003150e-03, 2.880635e-01, 8.298057e-02
9.016312e-03, 2.876934e-01, 8.276750e-02
9.029475e-03, 2.872859e-01, 8.253319e-02
9.042637e-03, 2.869788e-01, 8.235685e-02
9.055800e-03, 2.865338e-01, 8.210163e-02
9.068962e-03, 2.862196e-01, 8.192166e-02
9.082125e-03, 2.858250e-01, 8.169592e-02
9.095287e-03, 2.853757e-01, 8.143927e-02
9.108450e-03, 2.850061e-01, 8.122847e-02
9.121612e-03, 2.843704e-01, 8.086651e-02
9.134775e-03, 2.838599e-01, 8.057646e-02
9.147937e-03, 2.836217e-01, 8.044125e-02
9.161100e-03, 2.832275e-01, 8.021781e-02
9.174262e-03, 2.827179e-01, 7.992943e-02
9.187425e-03, 2.825245e-01, 7.982007e-02
9.200587e-03, 2.820197e-01, 7.953511e-02
9.213750e-03, 2.817381e-01, 7.937636e-02
9.226912e-03, 2.813733e-01, 7.917096e-02
9.240075e-03, 2.810080e-01, 7.896551e-02
9.253237e-03, 2.804872e-01, 7.867308e-02
9.266400e-03, 2.801460e-01, 7.848179e-02
9.279562e-03, 2.797909e-01, 7.828296e-02
9.292725e-03, 2.794492e-01, 7.809186e-02
9.305887e-03, 2.791561e-01, 7.792812e-02
9.319050e-03, 2.787062e-01, 7.767717e-02
9.332212e-03, 2.782514e-01, 7.742384e-02
9.345375e-03, 2.779557e-01, 7.725938e-02
9.358537e-03, 2.777837e-01, 7.716381e-02
9.371700e-03, 2.773193e-01, 7.690599e-02
9.384862e-03, 2.772853e-01, 7.688712e-02
9.398025e-03, 2.769115e-01, 7.668000e-02
9.411187e-03, 2.768445e-01, 7.664287e-02
9.424350e-03, 2.765891e-01, 7.650154e-02
9.437512e-03, 2.765918e-01, 7.650301e-02
9.450675e-03, 2.764761e-01, 7.643901e-02
9.463837e-03, 2.764265e-01, 7.641162e-02
9.477000e-03, 2.818570e-01, 7.944340e-02
9.490162e-03, 2.816229e-01, 7.931146e-02
9.503325e-03, 2.814653e-01, 7.922270e-02
9.516487e-03, 2.813921e-01, 7.918151e-02
9.529650e-03, 2.813723e-01, 7.917039e-02
9.542812e-03, 2.813081e-01, 7.913426e-02
9.555975e-03, 2.811104e-01, 7.902305e-02
9.569137e-03, 2.810226e-01, 7.897373e-02
9.582300e-03, 2.809343e-01, 7.892409e-02
9.595462e-03, 2.812026e-01, 7.907488e-02
9.608625e-03, 2.809406e-01, 7.892760e-02
9.621787e-03, 2.808273e-01, 7.886398e-02
9.634950e-03, 2.806533e-01, 7.876628e-02
9.648112e-03, 2.804489e-01, 7.865161e-02
9.661275e-03, 2.802413e-01, 7.853520e-02
9.674437e-03, 2.800374e-01, 7.842094e-02
9.687600e-03, 2.799012e-01, 7.834465e-02
9.700762e-03, 2.802152e-01, 7.852056e-02
9.713925e-03, 2.795762e-01, 7.816285e-02
9.727087e-03, 2.795478e-01, 7.814695e-02
9.740250e-03, 2.798004e-01, 7.828827e-02
9.753412e-03, 2.793280e-01, 7.802413e-02
9.766575e-03, 2.796850e-01, 7.822369e-02
9.779737e-03, 2.792881e-01, 7.800184e-02
9.792900e-03, 2.791622e-01, 7.793153e-02
9.806062e-03, 2.792264e-01, 7.796736e-02
9.819225e-03, 2.789068e-01, 7.778899e-02
9.832387e-03, 2.788349e-01, 7.774889e-02
9.845550e-03, 2.785773e-01, 7.760533e-02
9.858712e-03, 2.783932e-01, 7.750275e-02
9.871875e-03, 2.781216e-01, 7.735165e-02
9.885037e-03, 2.774976e-01, 7.700491e-02
9.898200e-03, 2.772991e-01, 7.689479e-02
9.911362e-03, 2.770344e-01, 7.674804e-02
9.924525e-03, 2.766035e-01, 7.650950e-02
9.937687e-03, 2.764078e-01, 7.640130e-02
9.950850e-03, 2.762282e-01, 7.630200e-02
9.964012e-03, 2.762116e-01, 7.629286e-02
9.977175e-03, 2.758001e-01, 7.606569e-02
9.990337e-03, 2.755074e-01, 7.590435e-02
1.000350e-02, 2.749667e-01, 7.560668e-02
1.001666e-02, 2.748242e-01, 7.552833e-02
1.002982e-02, 2.746192e-01, 7.541570e-02
1.004299e-02, 2.741110e-01, 7.513684e-02
1.005615e-02, 2.742755e-01, 7.522703e-02
1.006931e-02, 2.734020e-01, 7.474867e-02
1.008247e-02, 2.733291e-01, 7.470878e-02
1.009564e-02, 2.729740e-01, 7.451479e-02
1.010880e-02, 2.728255e-01, 7.443375e-02
1.012196e-02, 2.726016e-01, 7.431161e-02
1.013512e-02, 2.729186e-01, 7.448458e-02
1.014829e-02, 2.719961e-01, 7.398186e-02
1.016145e-02, 2.723258e-01, 7.416133e-02
1.017461e-02, 2.718897e-01, 7.392400e-02
1.018777e-02, 2.716798e-01, 7.380993e-02
1.020094e-02, 2.713772e-01, 7.364560e-02
1.021410e-02, 2.713544e-01, 7.363319e-02
1.022726e-02, 2.707635e-01, 7.331285e-02
1.024042e-02, 2.706332e-01, 7.324233e-02
1.025359e-02, 2.702386e-01, 7.302888e-02
1.026675e-02, 2.699170e-01, 7.285521e-02
1.027991e-02, 2.697108e-01, 7.274390e-02
1.029307e-02, 2.692349e-01, 7.248742e-02
1.030624e-02, 2.689573e-01, 7.233803e-02
1.031940e-02, 2.685986e-01, 7.214523e-02
1.033256e-02, 2.682164e-01, 7.194006e-02
1.034572e-02, 2.679760e-01, 7.181114e-02
1.035889e-02, 2.676101e-01, 7.161519e-02
1.037205e-02, 2.671105e-01, 7.134800e-02
1.038521e-02, 2.665552e-01, 7.105166e-02
1.039837e-02, 2.661475e-01, 7.083447e-02
1.041154e-02, 2.654555e-01, 7.046662e-02
1.042470e-02, 2.650200e-01, 7.023561e-02
1.043786e-02, 2.646023e-01, 7.001438e-02
1.045102e-02, 2.641450e-01, 6.977261e-02
1.046419e-02, 2.636814e-01, 6.952790e-02
1.047735e-02, 2.630599e-01, 6.920052e-02
1.049051e-02, 2.626186e-01, 6.896852e-02
1.050367e-02, 2.623056e-01, 6.880425e-02
1.051684e-02, 2.619777e-01, 6.863229e-02
1.053000e-02, 2.613382e-01, 6.829764e-02
1.054316e-02, 2.613243e-01, 6.829037e-02
1.055632e-02, 2.608631e-01, 6.804954e-02
1.056949e-02, 2.565963e-01, 6.584167e-02
1.058265e-02, 2.563117e-01, 6.569566e-02
1.059581e-02, 2.557971e-01, 6.543213e-02
1.060897e-02, 2.554022e-01, 6.523026e-02
1.062214e-02, 2.550659e-01, 6.505860e-02
1.063530e-02, 2.547307e-01, 6.488773e-02
1.064846e-02, 2.543425e-01, 6.469010e-02
1.066162e-02, 2.537656e-01, 6.439698e-02
1.067479e-02, 2.533358e-01, 6.417905e-02
1.068795e-02, 2.528599e-01, 6.393811e-02
1.070111e-02, 2.526312e-01, 6.382252e-02
1.071427e-02, 2.522998e-01, 6.365516e-02
1.072744e-02, 2.552226e-01, 6.513859e-02
1.074060e-02, 2.547551e-01, 6.490014e-02
1.075376e-02, 2.542297e-01, 6.463273e-02
1.076692e-02, 2.538976e-01, 6.446399e-02
1.078009e-02, 2.533204e-01, 6.417125e-02
1.079325e-02, 2.530602e-01, 6.403948e-02
1.080641e-02, 2.527230e-01, 6.386894e-02
1.081957e-02, 2.524255e-01, 6.371864e-02
1.083274e-02, 2.519363e-01, 6.347190e-02
1.084590e-02, 2.516609e-01, 6.333319e-02
1.085906e-02, 2.508552e-01, 6.292835e-02
1.087222e-02, 2.474671e-01, 6.123997e-02
1.088539e-02, 2.469077e-01, 6.096339e-02
1.089855e-02, 2.467498e-01, 6.088546e-02
1.091171e-02, 2.462266e-01, 6.062756e-02
1.092487e-02, 2.454670e-01, 6.025406e-02
1.093804e-02, 2.451243e-01, 6.008595e-02
1.095120e-02, 2.444436e-01, 5.975266e-02
1.096436e-02, 2.439309e-01, 5.950230e-02
1.097752e-02, 2.458304e-01, 6.043257e-02
1.099069e-02, 2.452232e-01, 6.013441e-02
1.100385e-02, 2.446911e-01, 5.987374e-02
1.101701e-02, 2.442564e-01, 5.966118e-02
1.103017e-02, 2.437462e-01, 5.941223e-02
1.104334e-02, 2.435490e-01, 5.931610e-02
1.105650e-02, 2.427340e-01, 5.891981e-02
1.106966e-02, 2.423616e-01, 5.873915e-02
1.108282e-02, 2.415685e-01, 5.835535e-02
1.109599e-02, 2.380762e-01, 5.668030e-02
1.110915e-02, 2.377928e-01, 5.654543e-02
1.112231e-02, 2.370423e-01, 5.618908e-02
1.113547e-02, 2.364924e-01, 5.592865e-02
1.114864e-02, 2.359340e-01, 5.566487e-02
1.116180e-02, 2.352636e-01, 5.534897e-02
1.117496e-02, 2.347576e-01, 5.511114e-02
1.118812e-02, 2.342215e-01, 5.485973e-02
1.120129e-02, 2.336221e-01, 5.457926e-02
1.121445e-02, 2.330814e-01, 5.432692e-02
1.122761e-02, 2.325735e-01, 5.409045e-02
1.124077e-02, 2.320712e-01, 5.385705e-02
1.125394e-02, 2.316812e-01, 5.367620e-02
1.126710e-02, 2.312851e-01, 5.349278e-02
1.128026e-02, 2.308587e-01, 5.329574e-02
1.129342e-02, 2.307097e-01, 5.322695e-02
1.130659e-02, 2.304109e-01, 5.308916e-02
1.131975e-02, 2.300669e-01, 5.293078e-02
1.133291e-02, 2.295885e-01, 5.271087e-02
1.134607e-02, 2.290730e-01, 5.247442e-02
1.135924e-02, 2.285835e-01, 5.225040e-02
1.137240e-02, 2.281299e-01, 5.204327e-02
1.138556e-02, 2.277873e-01, 5.188706e-02
1.139872e-02, 2.274245e-01, 5.172192e-02
1.141189e-02, 2.269347e-01, 5.149935e-02
1.142505e-02, 2.264250e-01, 5.126829e-02
1.143821e-02, 2.259401e-01, 5.104895e-02
1.145137e-02, 2.254704e-01, 5.083692e-02
1.146454e-02, 2.248417e-01, 5.055381e-02
1.147770e-02, 2.244962e-01, 5.039852e-02
1.149086e-02, 2.240197e-01, 5.018481e-02
1.150402e-02, 2.234214e-01, 4.991712e-02
1.151719e-02, 2.229504e-01, 4.970687e-02
1.153035e-02, 2.226554e-01, 4.957544e-02
1.154351e-02, 2.221643e-01, 4.935699e-02
1.155667e-02, 2.217679e-01, 4.918098e-02
1.156984e-02, 2.287230e-01, 5.231422e-02
1.158300e-02, 2.282630e-01, 5.210399e-02
1.159616e-02, 2.278786e-01, 5.192867e-02
1.160932e-02, 2.273386e-01, 5.168282e-02
1.162249e-02, 2.268295e-01, 5.145162e-02
1.163565e-02, 2.264961e-01, 5.130046e-02
1.164881e-02, 2.260850e-01, 5.111443e-02
1.166197e-02, 2.257196e-01, 5.094933e-02
1.167514e-02, 2.256278e-01, 5.090793e-02
1.168830e-02, 2.254500e-01, 5.082772e-02
1.170146e-02, 2.250507e-01, 5.064781e-02
1.171462e-02, 2.249226e-01, 5.059018e-02
1.172779e-02, 2.247385e-01, 5.050741e-02
1.174095e-02, 2.242245e-01, 5.027661e-02
1.175411e-02, 2.240479e-01, 5.019748e-02
1.176727e-02, 2.238493e-01, 5.010851e-02
1.178044e-02, 2.236091e-01, 5.000104e-02
1.179360e-02, 2.198856e-01, 4.834968e-02
1.180676e-02, 2.196281e-01, 4.823649e-02
1.181992e-02, 2.195026e-01, 4.818140e-02
1.183309e-02, 2.191604e-01, 4.803130e-02
1.184625e-02, 2.187987e-01, 4.787288e-02
1.185941e-02, 2.186114e-01, 4.779095e-02
1.187257e-02, 2.183003e-01, 4.765502e-02
1.188574e-02, 2.179471e-01, 4.750094e-02
1.189890e-02, 2.173795e-01, 4.725385e-02
1.191206e-02, 2.168065e-01, 4.700505e-02
1.192522e-02, 2.166260e-01, 4.692684e-02
1.193839e-02, 2.162341e-01, 4.675719e-02
1.195155e-02, 2.157605e-01, 4.655259e-02
1.196471e-02, 2.154031e-01, 4.639849e-02
1.197787e-02, 2.152066e-01, 4.631387e-02
1.199104e-02, 2.176366e-01, 4.736570e-02
1.200420e-02, 2.171949e-01, 4.717360e-02
1.201736e-02, 2.138917e-01, 4.574968e-02
1.203052e-02, 2.135118e-01, 4.558730e-02
1.204369e-02, 2.134120e-01, 4.554469e-02
1.205685e-02, 2.127839e-01, 4.527700e-02
1.207001e-02, 2.127552e-01, 4.526477e-02
1.208317e-02, 2.124708e-01, 4.514383e-02
1.209634e-02, 2.123020e-01, 4.507215e-02
1.210950e-02, 2.120738e-01, 4.497530e-02
1.212266e-02, 2.119724e-01, 4.493230e-02
1.213582e-02, 2.115387e-01, 4.474863e-02
1.214899e-02, 2.114140e-01, 4.469587e-02
1.216215e-02, 2.111030e-01, 4.456446e-02
1.217531e-02, 2.105974e-01, 4.435125e-02
1.218847e-02, 2.101030e-01, 4.414327e-02
1.220164e-02, 2.099300e-01, 4.407061e-02
1.221480e-02, 2.096285e-01, 4.394411e-02
1.222796e-02, 2.093668e-01, 4.383444e-02
1.224112e-02, 2.092523e-01, 4.378653e-02
1.225429e-02, 2.089423e-01, 4.365690e-02
1.226745e-02, 2.087267e-01, 4.356682e-02
1.228061e-02, 2.086896e-01, 4.355136e-02
1.229377e-02, 2.083003e-01, 4.338902e-02
1.230694e-02, 2.080336e-01, 4.327798e-02
